UserID,JobID,ApplicationDate
463251,71690,2012-04-03 21:46:37.067
464096,674479,2012-04-09 19:57:51.45
465571,243891,2012-04-03 14:25:59.787
466962,264123,2012-04-01 19:44:18.297
467770,317343,2012-04-03 00:53:19.23
469794,766764,2012-04-07 17:22:43.99
472662,378440,2012-04-04 14:31:52.467
474547,576709,2012-04-03 20:15:24.657
474928,810678,2012-04-02 20:29:22.85
475322,51959,2012-04-22 18:56:39.95
475722,317343,2012-04-02 14:29:20.93
476855,658293,2012-04-17 22:20:25.263
477454,864078,2012-04-01 19:51:39.24
478252,864078,2012-04-02 21:59:32.87
478431,367495,2012-04-05 08:45:21.12
478937,15385,2012-04-20 20:29:45.763
481522,380347,2012-04-01 13:21:05.783
482622,942024,2012-04-01 15:12:41.84
482877,251965,2012-04-05 10:53:07.05
483887,942575,2012-04-02 21:49:14.777
487010,589737,2012-04-04 18:11:32.783
487764,912466,2012-04-19 00:16:11.76
489237,81261,2012-04-04 17:41:20.43
490489,818044,2012-04-03 17:42:44.797
492926,659377,2012-04-04 11:26:02.36
494572,146980,2012-04-02 20:30:59.44
496861,562798,2012-04-01 23:18:49.943
498081,368258,2012-04-04 18:34:23.72
499070,234037,2012-04-09 18:32:44.717
500610,718482,2012-04-07 16:44:38.52
503887,163287,2012-04-01 15:56:58.137
504173,326225,2012-04-09 12:25:49.18
509052,163287,2012-04-04 10:06:24.937
509778,198361,2012-04-02 03:22:28.32
511578,1015073,2012-04-09 14:50:18.037
514371,1100531,2012-04-09 16:25:12.373
516820,146980,2012-04-04 10:25:34.183
522455,764108,2012-04-06 12:48:31.543
524901,163287,2012-04-02 12:07:08.547
524901,317343,2012-04-02 12:07:07.383
527009,264123,2012-04-03 10:40:20.927
527339,167055,2012-04-09 14:42:12.963
527868,945740,2012-04-04 13:24:27.213
528671,111641,2012-04-01 12:58:43.72
529066,897357,2012-04-14 23:43:43.573
536630,264123,2012-04-04 09:07:08.367
538953,820104,2012-04-09 19:32:35.137
541130,200470,2012-04-03 11:06:12.383
545340,153080,2012-04-03 02:08:15.673
547448,912466,2012-04-04 04:06:46.83
551654,1061009,2012-04-09 11:20:39.773
552608,868212,2012-04-04 14:23:06.043
555049,772484,2012-04-06 19:13:46.47
555349,1053173,2012-04-09 11:58:31.817
555970,716309,2012-04-03 00:26:58.673
556660,820104,2012-04-05 01:55:12.867
556964,897938,2012-04-09 16:48:52.257
557256,768803,2012-04-03 21:06:29.243
558846,35202,2012-04-04 14:50:40.943
565822,380347,2012-04-03 08:59:17.693
568535,61267,2012-04-09 12:15:28.407
569144,106560,2012-04-04 22:20:22.567
570025,1000688,2012-04-08 03:24:02.27
570470,1055644,2012-04-02 21:58:53.91
573902,940258,2012-04-03 15:39:38.62
574215,12034,2012-04-09 13:33:01.14
576622,214693,2012-04-17 13:06:24.37
578070,278656,2012-04-05 20:11:20.933
583424,912466,2012-04-01 21:04:13.487
583916,1053173,2012-04-09 16:56:59.32
584169,326225,2012-04-02 13:15:25.92
584365,317343,2012-04-05 13:21:55.86
584823,264123,2012-04-03 22:57:14.34
585053,1061009,2012-04-02 10:56:49.137
586358,942575,2012-04-03 00:22:23.62
587559,317343,2012-04-02 02:12:48.417
587755,780,2012-04-04 14:36:43.517
589539,163287,2012-04-03 15:36:40.43
591172,317343,2012-04-07 18:41:01.127
595857,1081433,2012-04-05 17:06:48.887
600236,317343,2012-04-03 16:15:50.533
602961,1097647,2012-04-04 23:07:07.883
603348,1053173,2012-04-01 16:12:12.663
605733,499785,2012-04-04 11:02:03.003
605733,24528,2012-04-19 22:23:37.73
605733,1107426,2012-04-19 20:41:10.507
607615,300560,2012-04-01 15:40:44.37
609023,1000688,2012-04-05 15:07:50.963
610188,326225,2012-04-03 18:00:49.96
612207,884240,2012-04-03 13:52:30.927
614280,916573,2012-04-07 11:09:51.747
616050,963247,2012-04-06 21:19:05.707
616219,71690,2012-04-02 07:24:00.553
616971,160045,2012-04-06 05:34:32.487
619299,163287,2012-04-02 12:27:45.763
619690,192975,2012-04-01 13:13:35.727
622988,1061009,2012-04-09 00:03:04.263
623289,835431,2012-04-02 00:38:36.287
627100,814988,2012-04-09 10:30:48.273
627666,898954,2012-04-01 15:08:32.597
628041,950710,2012-04-03 12:44:04.107
628656,1059746,2012-04-09 16:55:58.893
629232,602886,2012-04-07 07:52:38.93
633279,1059746,2012-05-03 20:53:29.873
634269,780,2012-04-21 14:06:37.853
635104,1114102,2012-04-04 03:32:19.217
635727,601948,2012-04-04 10:33:54.93
637444,772938,2012-04-29 13:45:39.477
637550,163287,2012-04-03 14:20:59.603
637550,317343,2012-04-03 14:21:02.09
637560,963247,2012-04-05 16:57:30.643
641940,667352,2012-04-18 12:04:24.96
642360,1015481,2012-04-08 11:53:03.1
642805,373539,2012-04-09 13:34:33.393
643033,1061009,2012-04-05 17:15:29.947
643240,166133,2012-04-29 22:51:15.37
643384,885029,2012-04-05 10:49:10.62
643937,317343,2012-04-02 13:46:55.03
648720,682413,2012-04-06 17:58:35.843
649826,179914,2012-04-01 21:43:05.63
653474,1000688,2012-04-07 15:56:52.737
655543,716309,2012-04-03 20:33:26.09
657935,864078,2012-04-03 00:15:35.313
659806,378175,2012-04-16 06:51:12.33
659965,146980,2012-04-03 14:29:36.183
661279,373539,2012-04-06 10:27:44.88
661327,768803,2012-04-03 11:16:54.947
664988,317343,2012-04-05 13:16:52.333
666876,142252,2012-04-02 21:11:30.137
667335,630715,2012-04-17 00:11:38.17
667603,627661,2012-04-01 00:27:49.343
669026,278656,2012-04-02 08:00:52.73
669647,317343,2012-04-05 12:50:14.533
670527,610518,2012-04-01 09:53:39.417
670527,602886,2012-04-04 11:26:02.483
671576,234037,2012-04-08 01:06:10.053
672836,12034,2012-04-06 07:07:34.237
676446,864078,2012-04-04 11:13:42.007
676496,912466,2012-04-02 12:02:50.543
677559,317343,2012-04-04 12:45:22.617
681435,818044,2012-04-09 22:51:23.447
681916,798393,2012-04-04 12:53:49.45
682864,908023,2012-04-03 12:59:47.653
684459,576709,2012-04-06 16:31:20.03
684459,1053173,2012-04-06 16:31:17.987
685253,658293,2012-04-28 20:59:30.553
685558,317343,2012-04-02 21:44:22.58
686589,868212,2012-04-02 19:53:20.187
689484,14288,2012-04-07 04:41:35.573
689577,317343,2012-04-02 13:24:09.1
689577,163287,2012-04-02 13:24:15.97
691935,317343,2012-04-06 06:16:54.037
692145,317343,2012-04-07 13:50:25.497
693081,71690,2012-04-02 08:10:42.723
693497,814988,2012-04-03 08:02:08.557
693566,960244,2012-04-16 19:29:44.187
695329,407782,2012-04-09 12:30:06.1
697000,576709,2012-04-02 14:13:33.283
697000,1053173,2012-04-02 14:13:35.163
697024,864078,2012-04-02 15:47:27.26
697170,1084700,2012-04-09 10:36:48.587
698019,799694,2012-04-09 10:02:01.697
699269,317343,2012-04-03 13:04:30.7
700964,264123,2012-04-09 15:19:34.213
702093,214693,2012-04-05 11:03:00.077
703466,333510,2012-04-09 23:24:50.517
703608,856503,2012-04-02 19:44:25.313
704206,561913,2012-04-02 14:23:36.42
704711,214693,2012-04-04 05:26:34.103
705689,164266,2012-04-04 02:25:38.663
706678,51408,2012-04-09 10:28:59.393
710776,887239,2012-04-04 04:28:47.173
714632,610518,2012-04-02 14:40:45.867
715390,630715,2012-04-09 16:42:27.793
715759,317343,2012-04-03 00:03:08.023
718520,950710,2012-04-08 17:16:42.64
719967,602886,2012-04-09 10:04:15.31
720758,278656,2012-04-03 12:44:31.92
721300,904422,2012-04-06 22:14:59.717
721499,864078,2012-04-05 22:07:35.227
722219,471002,2012-04-28 14:52:30.45
723821,864078,2012-04-02 17:45:57.73
723867,864078,2012-04-04 11:40:37.273
725649,14288,2012-04-05 10:42:21.427
726242,189188,2012-04-04 12:02:50.63
726857,51959,2012-04-03 01:19:18.27
729507,912466,2012-04-06 21:18:08.39
729576,628392,2012-04-01 14:30:41.153
731107,905433,2012-04-09 14:20:24.79
732007,897938,2012-04-05 12:08:02.363
733517,628383,2012-04-03 08:26:35.783
733910,1055644,2012-04-03 11:32:16.067
734051,950710,2012-04-04 14:09:26.177
734235,1068645,2012-04-03 02:52:59.313
735314,864078,2012-04-04 01:48:15.423
735961,164266,2012-04-04 13:06:40.863
738027,765760,2012-04-02 17:59:07.157
739403,1000688,2012-04-05 13:11:55.937
739547,317343,2012-04-06 17:32:35.607
740008,164266,2012-04-09 20:16:03.697
741231,317343,2012-04-01 06:16:33.117
742852,1103331,2012-04-22 21:59:49.863
744001,1097642,2012-04-04 12:48:49.477
748406,772484,2012-04-07 21:52:11.14
748606,1081433,2012-04-03 22:32:52.44
749389,326225,2012-04-02 22:22:43
750217,780,2012-04-15 14:07:19.237
751537,251965,2012-04-05 20:28:30.423
752236,1095737,2012-04-05 00:01:36.353
753210,317343,2012-04-03 13:17:43.257
753483,912466,2012-04-05 22:55:41.897
753907,326225,2012-04-02 09:23:00.997
754083,332284,2012-04-05 16:27:46.91
754662,814988,2012-04-04 11:52:54.65
757747,317343,2012-04-01 15:19:13.807
758296,864078,2012-04-05 00:02:04.483
758464,326225,2012-04-09 18:49:24.317
759822,485657,2012-04-29 17:56:50.893
759822,1097647,2012-04-08 09:45:34.243
760315,772938,2012-05-03 23:18:59.223
761020,950710,2012-04-01 18:47:14.907
761221,386766,2012-04-08 18:48:25.76
762514,326225,2012-04-05 23:39:59.173
762941,602886,2012-04-19 09:36:03.61
763035,1048596,2012-04-09 12:36:55.76
763336,690402,2012-04-09 11:10:12.467
764425,602886,2012-04-05 14:46:20.63
765204,602886,2012-04-04 09:28:17.77
765531,317343,2012-04-02 00:46:44.69
765929,628392,2012-04-08 11:01:52.813
767532,950710,2012-04-06 19:40:45.177
768360,163287,2012-04-04 02:39:42.063
768360,317343,2012-04-04 03:23:40.01
770689,51959,2012-04-01 22:09:36.767
772964,780,2012-04-16 17:52:57.34
774789,265732,2012-04-08 20:26:06.173
774804,246612,2012-04-01 14:50:19.047
775035,37301,2012-04-01 15:18:12.517
776165,950710,2012-04-05 14:54:40.107
779555,194472,2012-04-17 02:30:48.063
780139,628392,2012-04-03 15:19:50.287
780428,1000688,2012-04-05 20:37:06.653
781804,498891,2012-04-07 17:08:35.017
782317,164266,2012-04-05 12:26:43.21
782866,344818,2012-04-01 08:31:18.953
782874,886553,2012-04-01 08:06:45.61
783029,733367,2012-04-03 13:58:39.963
786571,411706,2012-04-28 23:36:17.873
790152,317343,2012-04-07 20:52:19.707
790223,773778,2012-04-09 20:21:15.103
790331,229580,2012-04-08 22:31:41.98
791408,344818,2012-04-16 17:09:49.16
791756,602886,2012-04-20 12:42:15.817
791756,630715,2012-04-20 12:42:15.863
791756,610518,2012-04-04 16:14:26.547
793350,602886,2012-04-04 16:13:16.467
793350,630715,2012-04-14 12:47:25.117
793350,610518,2012-04-04 16:13:15.95
795040,628392,2012-04-07 20:29:39.877
798437,489666,2012-04-02 10:45:20.223
798931,344818,2012-04-02 15:16:57.707
799064,912466,2012-04-03 23:07:15.503
799516,864078,2012-04-03 10:53:22.903
801550,814988,2012-04-09 18:46:35.293
801900,780,2012-04-03 10:58:16.423
801965,316802,2012-04-04 12:09:19.35
802296,81261,2012-04-08 23:03:17.68
802679,317343,2012-04-01 13:14:33.037
803134,176548,2012-04-05 15:13:33.947
803266,626994,2012-04-07 22:11:10.597
803788,1015073,2012-04-02 08:48:29.337
804785,373930,2012-04-01 19:36:35.503
808222,508836,2012-04-03 10:04:09.643
808440,630715,2012-04-15 08:36:02.4
810392,628105,2012-04-08 13:08:20.117
810765,300560,2012-04-09 10:26:18.97
810995,251965,2012-04-07 22:46:06.237
